asset_id,token_id_raw,condition_id_hex_derived,outcome_index_derived,condition_id_norm_used_for_join,join_found_in_resolutions,winning_index_from_resolutions,payout_array_length,net_shares_just_before_resolved_at,realized_at_resolution_usd_expected,market_slug_or_id,tx_hash_examples
1180825616743271225906568892492176429070437358338816695422876145047508718531,1180825616743271225906568892492176429070437358338816695422876145047508718531,00029c52d867b6de3389caaa75da422c484dfaeb16c56d50eb02bbf7ffabb193,195,00029c52d867b6de3389caaa75da422c484dfaeb16c56d50eb02bbf7ffabb193,false,null,0,34365.15,0,,0x3feab9f146bfdb8411549fdf80250844b3fc36d5a1135aa2db390c5201ad9fae
72016524934977102644827669188692754213186711249642025547408896104495709692655,72016524934977102644827669188692754213186711249642025547408896104495709692655,009f37e89c66465d7680ef60341a76ba553bb08437df158e7046b48618c4a822,239,009f37e89c66465d7680ef60341a76ba553bb08437df158e7046b48618c4a822,false,null,0,15461.49,0,,0x17cfaba7f387bb32fed3ca3a8e4e70ef40f33b8680dd74375ff87b5db850e565
17046591840584445202977991535571694265349354277529933806539379162577449522121,17046591840584445202977991535571694265349354277529933806539379162577449522121,0025b007710895f83b03f3726b951ac8e383c709d51d623ae531e46119bd4c13,201,0025b007710895f83b03f3726b951ac8e383c709d51d623ae531e46119bd4c13,false,null,0,7494.96,0,,0x23a007d44ddc4be6a584d1a32a3b4a2d440e66f8f3c0ad46df292697be9c6889
24188195709025027610491226911088365960360769853291797481630030463817481647242,24188195709025027610491226911088365960360769853291797481630030463817481647242,00357a089afabe5dc62bab131332a28bfcc3dc73b23d547643386e77aeab36f4,138,00357a089afabe5dc62bab131332a28bfcc3dc73b23d547643386e77aeab36f4,false,null,0,-1376.326427,0,,0x51f4f3abeb45ef7b991f53c50434b8f8c00b4a4b21743d81c359e556d386f809
2225290425602222897939150705966032158601991763150628843847302753543188671704,2225290425602222897939150705966032158601991763150628843847302753543188671704,0004eb7841564beb8a9fef181174d9a984bc3511874b7f4233cbf2becae4fc6c,216,0004eb7841564beb8a9fef181174d9a984bc3511874b7f4233cbf2becae4fc6c,false,null,0,2481.44,0,,0x3d4b1c5e2c24433c34d47aea1dc218c71bd1f855a90491923788a82852d67912
