asset_id,token_id,condition_id_hex,outcome_index,winning_index,outcome_count,payout_value,status
94193106145693233029399898678498173106707195159180341890078780111049255139240,94193106145693233029399898678498173106707195159180341890078780111049255139240,00d03f68a6adf946e999797dc52a82256ab3e679c3b697ef84fa88fe2905edb7,168,,,,⏳ OPEN
101299481305906458606480778698838406521498495955906413107884675555913222286609,101299481305906458606480778698838406521498495955906413107884675555913222286609,00dff5797f3690250cf1fd0b64b4a56b607e7b912b96dc10b844c56854b8b76d,17,,,,⏳ OPEN
37881116850517101949816721601537958624101244526960568078056301731676471108471,37881116850517101949816721601537958624101244526960568078056301731676471108471,0053bff3cc2b20d20aaa9570725c498f854c3ddb3faf16592fd6ec82bd9c2b23,119,,,,⏳ OPEN
36042354926155193479049537246759338091543617230297478364499598626636871534203,36042354926155193479049537246759338091543617230297478364499598626636871534203,004faf3ffdc606ab182817a1154a670465bc69daf7b86db216cc5115a4453c86,123,,,,⏳ OPEN
2225290425602222897939150705966032158601991763150628843847302753543188671704,2225290425602222897939150705966032158601991763150628843847302753543188671704,0004eb7841564beb8a9fef181174d9a984bc3511874b7f4233cbf2becae4fc6c,216,,,,⏳ OPEN
