tx_hash,timestamp,asset_id,market_slug,side,shares,price,fee_rate_bps,token_id,condition_id_norm,outcome_index
0xa8ac1cdef6ae6c41c4d6535762923c2da7ab459b0168e6774ea600b742fcc24a,2025-09-30 17:53:39,94737899087021754872236624123338913635759877258559264733854957461401344380740,,BUY,8.268288,0.1800000193510434,0,0xd173c02bf7c53cea4ca10e46a3e0b71ce33012860240c0a6c3442e4450ff8f44,00d173c02bf7c53cea4ca10e46a3e0b71ce33012860240c0a6c3442e4450ff8f,68
0x3f7500da26e2718f4a9002ece1ec4e70417e3487d9321844a3d91582392246a3,2025-09-30 17:52:55,32699253523228866823617897526152980459426726658559015209511870298757959299195,,BUY,21.739129,0.540000015640001,0,0x484b1f22e998305c784661fbccdbbbb3257100b611ae8aff4c7bccc164dcb07b,00484b1f22e998305c784661fbccdbbbb3257100b611ae8aff4c7bccc164dcb0,123
0x20a6e7e74974ab98cf39aab29e3a4d4ad49e9e1ae2200177538bd66005ffc6c8,2025-09-30 13:26:41,14435804713112315399355590868535139500655050855785471115316591078241835522696,,BUY,23.809521,0.37000000966000113,0,0x1fea603c51eaa57238110399296409f7924d9d8ff95328ec083541637f619a88,001fea603c51eaa57238110399296409f7924d9d8ff95328ec083541637f619a,136
0xd8b803166b9b71ce341a47566af2907a3ab014974a12bba7a54138d5f4f15c97,2025-04-09 10:09:12,76178152424082534835351920725725315717695509148407098002657070417375830807904,,BUY,8.450544,0.09000000473342308,0,0xa86b4e6b31b1161f198aa5d196c22b7ff342c9a10f847467cfd411e2bf4d1560,00a86b4e6b31b1161f198aa5d196c22b7ff342c9a10f847467cfd411e2bf4d15,96
0x74ae8544f01fbf2b9844cee2162b268aea775c62b0d7a09b532de568c8cca8ab,2025-04-08 21:28:53,66593479207232454527395312511476139733201855893669272395295964375771520329501,,BUY,7.688523,0.3900000039019198,0,0x933a92d2b61f4f940de0f7d20dd9d133d375f2dba2a64eaf383d80389892671d,00933a92d2b61f4f940de0f7d20dd9d133d375f2dba2a64eaf383d8038989267,29
